folio,ordenpersona,ordenviaje,ordenetapa,modoetapa,cuadrascaminadasantes,minutoscaminadosantes,tipoasiento,ordenvehiculoviaje,situacionbicicleta,usohabitualbicicleta,usociclovia,motivonousociclovia,tiempoespera,vehiculosnouso,numerovehiculonouso,lineatransportepublico,pagotarifaviaje,montotarifaviaje,lugarbajovehiculo,lugarbajovehiculocomuna,zona_lugarbajovehiculo,sector_lugarbajovehiculo,dondeestacionovehiculo,lugarestacionovehiculo,montopagoestacionamiento,lugarestacionobicicleta
10212,1,2,1,Taxi colectivo,0.0,2.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,No,Desconocido,Linea 21,"Si, adulto",500.0,En otro lugar,Puerto Natales,21.0,Residencial Central,Desconocido,Desconocido,Desconocido,Desconocido
10221,1,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10221,1,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,2,1,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Calafate,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,2,2,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,0.0,No,Desconocido,Calafate,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,2,3,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,No,Desconocido,Calafate,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,2,4,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,0.0,No,Desconocido,Calafate,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,2,5,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,3.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,2,6,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,0.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,2,7,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,7.0,No,Desconocido,Calafate,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,2,8,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,0.0,No,Desconocido,Calafate,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,4,1,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Calafate,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,4,2,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,0.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,4,3,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,7.0,No,Desconocido,Calafate,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10222,4,4,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,0.0,No,Desconocido,Calafate,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10231,2,1,1,Auto,0.0,2.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En la calle,No pago,Desconocido
10231,2,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10231,3,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10231,3,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10231,3,3,1,Auto,0.0,1.0,Chofer,2.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10231,3,4,1,Auto,0.0,1.0,Chofer,2.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En la calle,No pago,Desconocido
10231,3,5,1,Auto,0.0,1.0,Chofer,2.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10232,1,1,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10232,1,2,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,0.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10232,1,3,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,3.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10232,1,4,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,0.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10232,2,1,1,Auto,0.0,2.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En edificio de estacionamentos,No pago,Desconocido
10232,2,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10232,2,3,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10232,2,4,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En edificio de estacionamentos,No pago,Desconocido
10232,2,5,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10232,3,1,1,Taxi o radiotaxi,0.0,2.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Milodon,"No, gratis o niño",Desconocido,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10232,3,2,1,Auto,0.0,1.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10232,3,3,1,Auto,0.0,1.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10232,3,4,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,1.0,No,Desconocido,Milodon,"No, gratis o niño",Desconocido,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10241,1,1,1,Auto,0.0,1.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10241,1,2,1,Auto,0.0,1.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10241,1,3,1,Auto,0.0,1.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10241,1,4,1,Auto,0.0,1.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10241,2,1,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10241,2,2,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10241,2,3,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10241,2,4,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10241,2,5,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10241,2,6,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10241,2,7,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10241,2,8,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10242,1,1,1,Taxi colectivo,1.0,5.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,No,Desconocido,Linea 21,"Si, escolar",500.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10242,1,2,1,Taxi colectivo,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Linea 21,"Si, escolar",500.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10242,1,3,1,Taxi colectivo,1.0,5.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,10.0,No,Desconocido,Linea 7,"Si, escolar",500.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10251,1,1,1,Auto,0.0,0.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10251,1,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10251,1,3,1,Auto,0.0,0.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10251,1,4,1,Auto,0.0,0.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10251,2,1,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10251,2,2,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10251,2,3,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10251,2,4,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10252,1,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10252,1,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10252,2,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10252,2,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10252,2,3,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En edificio de estacionamentos,No pago,Desconocido
10252,2,4,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10252,3,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10252,3,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10261,1,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10261,1,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10261,1,3,1,Bicicleta,0.0,1.0,Desconocido,No aplica,Propia (del hogar),Si,No,No existia en la ruta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Estacionamiento informal
10261,1,4,1,Bicicleta,0.0,1.0,Desconocido,No aplica,Propia (del hogar),Si,No,No existia en la ruta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Estacionamiento informal
10261,2,1,1,Taxi o radiotaxi,0.0,0.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,10.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10261,2,2,1,Taxi o radiotaxi,0.0,0.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,3.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10262,1,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10262,1,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10281,1,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10281,1,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10291,2,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10291,2,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10292,1,1,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10292,1,2,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10292,1,3,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10292,1,4,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10292,3,1,1,Auto,0.0,0.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10292,3,2,1,Auto,0.0,0.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10311,1,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10311,1,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10312,1,1,1,Taxi colectivo,1.0,5.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,Si,1.0,Linea 21,"Si, adulto",500.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10312,1,2,1,Taxi colectivo,0.0,3.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,1.0,No,Desconocido,Linea 7,"Si, adulto",500.0,En otro lugar,Desconocido,29.0,Residencial Central,Desconocido,Desconocido,Desconocido,Desconocido
10312,2,1,1,Taxi colectivo,0.0,2.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,1.0,No,Desconocido,Linea 21,"Si, adulto",500.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10312,2,2,1,Taxi colectivo,1.0,5.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,10.0,Si,3.0,Linea 21,"Si, adulto",500.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10322,1,1,1,Auto,0.0,0.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10322,2,1,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10331,1,1,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En playa de estacionamientos,No pago,Desconocido
10331,1,2,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10331,2,1,1,Auto,0.0,0.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En playa de estacionamientos,No pago,Desconocido
10331,2,2,1,Auto,0.0,0.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
