folio,ordenpersona,ordenviaje,proposito,propositovc,origenactividadcomuna,lugaractividadcomuna,actividadempresa,tipoasiento,modoetapa1,cuadrascaminadasdespues,minutoscaminadosdespues,horallegadahora,horallegadaminuto,horavolviosalirhora,horavolviosalirminuto,coord_origenviaje,zona_origenviaje,sector_origenviaje,horasalida,zona_destinoviaje,sector_destinoviaje,horallegada,tiempoviaje,periodo,numeroetapasviaje,horamediaviaje,modoagregado,propositoagregado,factorexpansionv
10251,2,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,9,25,18,5,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 9:15:00,23,Residencial Central,30-12-1899 9:25:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 9:20:00,Transporte privado,Otros,"24,107"
10251,2,3,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,18,13,18,20,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 18:05:00,15,Residencial Central,30-12-1899 18:13:00,30-12-1899 0:08:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:09:00,Transporte privado,Otros,"24,107"
10251,2,4,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,18,30,99,99,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 18:20:00,23,Residencial Central,30-12-1899 18:30:00,30-12-1899 0:10:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:25:00,Transporte privado,Otros,"24,107"
10252,1,1,Visitar a alguien,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,2,5,14,35,18,0,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 14:30:00,32,Residencial Sur,30-12-1899 14:35:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:32:30,Caminata,Otros,"7,123"
10252,1,2,Volver a casa,Visitar a alguien,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,2,5,18,5,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 18:00:00,23,Residencial Central,30-12-1899 18:05:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 18:02:30,Caminata,Otros,"7,123"
10252,2,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,8,35,8,36,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 8:30:00,32,Residencial Sur,30-12-1899 8:35:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 8:32:30,Transporte privado,Otros,"29,787"
10252,2,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,8,42,17,45,"-51.728835, -72.4886221",32,5.Residencial Sur,30-12-1899 8:36:00,23,Residencial Central,30-12-1899 8:42:00,30-12-1899 0:06:00,Punta mañana (7:30-10-30),1,30-12-1899 8:39:00,Transporte privado,Otros,"29,787"
10252,2,3,De compras,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,18,0,18,40,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 17:45:00,46,Residencial Perimetral,30-12-1899 18:00:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:52:30,Transporte privado,Otros,"29,787"
10252,2,4,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,18,55,99,99,"-51.738657, -72.4889551999999",46,7.Residencial Perimetral,30-12-1899 18:40:00,23,Residencial Central,30-12-1899 18:55:00,30-12-1899 0:15:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:47:30,Transporte privado,Otros,"29,787"
10252,3,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Industria,Desconocido,Enteramente a pie,8,15,8,45,18,0,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 8:30:00,22,Centro,30-12-1899 8:45:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 8:37:30,Caminata,Trabajo,"29,787"
10252,3,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,8,15,18,15,99,99,"-51.7306806, -72.5012881",22,3.Centro,30-12-1899 18:00:00,23,Residencial Central,30-12-1899 18:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 18:07:30,Caminata,Otros,"29,787"
10261,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Industria,Desconocido,Enteramente a pie,15,30,8,20,18,0,"-51.72894,-72.49609",23,2.Residencial Central,30-12-1899 7:45:00,23,Residencial Central,30-12-1899 8:20:00,30-12-1899 0:35:00,Punta mañana (7:30-10-30),1,30-12-1899 8:02:30,Caminata,Trabajo,"10,626"
10261,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,15,30,18,30,19,0,"-51.7290368, -72.4965929999999",23,2.Residencial Central,30-12-1899 18:00:00,23,Residencial Central,30-12-1899 18:30:00,30-12-1899 0:30:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 18:15:00,Caminata,Otros,"10,626"
10261,1,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Habitacional,Desconocido,Bicicleta,12,15,19,20,21,30,"-51.72894,-72.49609",23,2.Residencial Central,30-12-1899 19:00:00,49,Residencial Sur,30-12-1899 19:20:00,30-12-1899 0:20:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:10:00,Bicicleta,Trabajo,"10,626"
10261,1,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Bicicleta,12,15,21,45,99,99,"-51.73581, -72.4859199",49,5.Residencial Sur,30-12-1899 21:30:00,23,Residencial Central,30-12-1899 21:45:00,30-12-1899 0:15:00,Resto,1,30-12-1899 21:37:30,Bicicleta,Otros,"10,626"
10261,2,1,De salud,No aplica,Puerto Natales,Puerto natales,,Desconocido,Taxi o radiotaxi,0,1,11,10,12,10,"-51.72894,-72.49609",23,2.Residencial Central,30-12-1899 10:45:00,15,Residencial Central,30-12-1899 11:10:00,30-12-1899 0:25:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 10:57:30,Transporte privado,Otros,"12,027"
10261,2,2,Volver a casa,De salud,Puerto Natales,Puerto natales,,Desconocido,Taxi o radiotaxi,0,1,12,20,99,99,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 12:10:00,23,Residencial Central,30-12-1899 12:20:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 12:15:00,Transporte privado,Otros,"12,027"
10262,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,4,7,16,7,16,20,"-51.72894,-72.49609",23,2.Residencial Central,30-12-1899 16:00:00,22,Centro,30-12-1899 16:07:00,30-12-1899 0:07:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:03:30,Caminata,Otros,"5,764"
10262,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,4,10,16,30,99,99,"-51.729885, -72.4998403",22,3.Centro,30-12-1899 16:20:00,23,Residencial Central,30-12-1899 16:30:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:25:00,Caminata,Otros,"5,764"
10281,1,1,Otra,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,17,35,17,5,17,15,"-51.73340,-72.50332",28,2.Residencial Central,30-12-1899 16:30:00,43,Residencial Sur,30-12-1899 17:05:00,30-12-1899 0:35:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:47:30,Caminata,Otros,"7,363"
10281,1,2,Volver a casa,Otra,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,17,35,17,50,99,99,"-51.7377002, -72.4880706",43,5.Residencial Sur,30-12-1899 17:15:00,28,Residencial Central,30-12-1899 17:50:00,30-12-1899 0:35:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:32:30,Caminata,Otros,"7,363"
10291,2,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Industria,Chofer,Auto,1,1,7,45,17,45,"-51.73289,-72.49446",30,2.Residencial Central,30-12-1899 7:30:00,27,Borde Costero,30-12-1899 7:45:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 7:37:30,Transporte privado,Trabajo,"13,993"
10291,2,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,18,0,99,99,"-51.7341649, -72.5089984999999",27,4.Borde Costero,30-12-1899 17:45:00,30,Residencial Central,30-12-1899 18:00:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:52:30,Transporte privado,Otros,"13,993"
10292,1,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,14,55,15,0,"-51.73289,-72.49446",30,2.Residencial Central,30-12-1899 14:48:00,32,Residencial Sur,30-12-1899 14:55:00,30-12-1899 0:07:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:51:30,Transporte privado,Otros,"11,21"
10292,1,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,15,1,20,55,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 15:00:00,30,Residencial Central,30-12-1899 15:01:00,30-12-1899 0:01:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:00:30,Transporte privado,Otros,"11,21"
10292,1,3,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,21,0,21,2,"-51.73289,-72.49446",30,2.Residencial Central,30-12-1899 20:55:00,32,Residencial Sur,30-12-1899 21:00:00,30-12-1899 0:05:00,Resto,1,30-12-1899 20:57:30,Transporte privado,Otros,"11,21"
10292,1,4,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,21,10,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 21:02:00,30,Residencial Central,30-12-1899 21:10:00,30-12-1899 0:08:00,Resto,1,30-12-1899 21:06:00,Transporte privado,Otros,"11,21"
10292,3,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Salud,Pasajero,Auto,0,0,14,58,20,55,"-51.73289,-72.49446",30,2.Residencial Central,30-12-1899 14:55:00,15,Residencial Central,30-12-1899 14:58:00,30-12-1899 0:03:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:56:30,Transporte privado,Trabajo,"12,741"
10292,3,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Pasajero,Auto,0,0,21,0,99,99,"-51.7264561999999, -72.4979702",15,2.Residencial Central,30-12-1899 20:55:00,30,Residencial Central,30-12-1899 21:00:00,30-12-1899 0:05:00,Resto,1,30-12-1899 20:57:30,Transporte privado,Otros,"12,741"
10311,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Servicios,Chofer,Auto,0,1,8,20,14,5,"-51.73197,-72.49461",31,2.Residencial Central,30-12-1899 8:15:00,14,Centro,30-12-1899 8:20:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 8:17:30,Transporte privado,Trabajo,"8,368"
10311,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,14,15,99,99,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 14:05:00,31,Residencial Central,30-12-1899 14:15:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:10:00,Transporte privado,Otros,"8,368"
10312,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Salud,Desconocido,Taxi colectivo,1,2,9,45,12,30,"-51.73197,-72.49461",31,2.Residencial Central,30-12-1899 9:30:00,25,Residencial Oriente,30-12-1899 9:45:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 9:37:30,Trasnporte publico,Trabajo,"11,325"
10312,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Taxi colectivo,0,1,12,40,99,99,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 12:30:00,31,Residencial Central,30-12-1899 12:40:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 12:35:00,Trasnporte publico,Otros,"11,325"
10312,2,1,De salud,No aplica,Puerto Natales,Puerto natales,,Desconocido,Taxi colectivo,0,1,9,45,12,30,"-51.73197,-72.49461",31,2.Residencial Central,30-12-1899 9:30:00,42,Residencial Perimetral,30-12-1899 9:45:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 9:37:30,Trasnporte publico,Otros,"10,312"
10312,2,2,Volver a casa,De salud,Puerto Natales,Puerto natales,,Desconocido,Taxi colectivo,1,5,12,40,99,99,"-51.7320762, -72.4767716",42,7.Residencial Perimetral,30-12-1899 12:30:00,31,Residencial Central,30-12-1899 12:40:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 12:35:00,Trasnporte publico,Otros,"10,312"
10322,1,1,Tramites,No aplica,Puerto Natales,Puerto Arenas,,Pasajero,Auto,0,0,12,30,99,99,"-51.73194,-72.48713",32,5.Residencial Sur,30-12-1899 9:00:00,0,Zona Externa,30-12-1899 12:30:00,30-12-1899 3:30:00,Punta mañana (7:30-10-30),1,30-12-1899 10:45:00,Transporte privado,Otros,"8,963"
10322,2,1,Tramites,No aplica,Puerto Natales,Puerto Arenas,,Chofer,Auto,0,0,12,30,99,99,"-51.73194,-72.48713",32,5.Residencial Sur,30-12-1899 9:00:00,0,Zona Externa,30-12-1899 12:30:00,30-12-1899 3:30:00,Punta mañana (7:30-10-30),1,30-12-1899 10:45:00,Transporte privado,Otros,"8,105"
10331,1,1,Recreacion,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,18,15,18,45,"-51.72977,-72.48377",32,5.Residencial Sur,30-12-1899 18:00:00,14,Centro,30-12-1899 18:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 18:07:30,Transporte privado,Otros,"7,956"
10331,1,2,Volver a casa,Recreacion,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,19,0,99,99,"-51.7279764, -72.5013805",14,3.Centro,30-12-1899 18:45:00,32,Residencial Sur,30-12-1899 19:00:00,30-12-1899 0:15:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:52:30,Transporte privado,Otros,"7,956"
10331,2,1,Recreacion,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,0,18,15,18,45,"-51.72977,-72.48377",32,5.Residencial Sur,30-12-1899 18:00:00,28,Residencial Central,30-12-1899 18:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 18:07:30,Transporte privado,Otros,"5,345"
10331,2,2,Volver a casa,Recreacion,Puerto Natales,Puerto natales,,Pasajero,Auto,0,0,19,0,99,99,"-51.7339581, -72.5040309",28,2.Residencial Central,30-12-1899 18:45:00,32,Residencial Sur,30-12-1899 19:00:00,30-12-1899 0:15:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:52:30,Transporte privado,Otros,"5,345"
10332,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Comercio,Chofer,Auto,0,0,14,40,20,0,"-51.72977,-72.48377",32,5.Residencial Sur,30-12-1899 14:30:00,3,Centro,30-12-1899 14:40:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:35:00,Transporte privado,Trabajo,"8,734"
10332,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,20,10,99,99,"-51.7261762, -72.5089216",3,3.Centro,30-12-1899 20:00:00,32,Residencial Sur,30-12-1899 20:10:00,30-12-1899 0:10:00,Punta Tarde (18:00-20:00),1,30-12-1899 20:05:00,Transporte privado,Otros,"8,734"
10332,2,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Comercio,Chofer,Auto,0,0,6,0,13,45,"-51.72977,-72.48377",32,5.Residencial Sur,30-12-1899 5:30:00,3,Centro,30-12-1899 6:00:00,30-12-1899 0:30:00,Resto,1,30-12-1899 5:45:00,Transporte privado,Trabajo,"6,111"
10332,2,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,14,0,99,99,"-51.7261762, -72.5089216",3,3.Centro,30-12-1899 13:45:00,32,Residencial Sur,30-12-1899 14:00:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 13:52:30,Transporte privado,Otros,"6,111"
10341,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,10,10,12,0,"-51.73067,-72.48592",32,5.Residencial Sur,30-12-1899 10:00:00,1,Borde Costero,30-12-1899 10:10:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 10:05:00,Transporte privado,Otros,"10,512"
10341,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,12,15,99,99,"-51.7282568, -72.5110978",1,4.Borde Costero,30-12-1899 12:00:00,32,Residencial Sur,30-12-1899 12:15:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 12:07:30,Transporte privado,Otros,"10,512"
10352,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Educacion,Chofer,Auto,0,1,7,55,13,15,"-51.73138,-72.48070",33,5.Residencial Sur,30-12-1899 7:45:00,4,Centro,30-12-1899 7:55:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 7:50:00,Transporte privado,Trabajo,"11,54"
10352,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,13,30,15,0,"-51.7259235999999, -72.5036054",4,3.Centro,30-12-1899 13:15:00,33,Residencial Sur,30-12-1899 13:30:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 13:22:30,Transporte privado,Otros,"11,54"
10352,1,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Educacion,Chofer,Auto,0,1,15,10,16,45,"-51.73138,-72.48070",33,5.Residencial Sur,30-12-1899 15:00:00,4,Centro,30-12-1899 15:10:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:05:00,Transporte privado,Trabajo,"11,54"
10352,1,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,17,0,99,99,"-51.7259235999999, -72.5036054",4,3.Centro,30-12-1899 16:45:00,33,Residencial Sur,30-12-1899 17:00:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:52:30,Transporte privado,Otros,"11,54"
10361,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Sector Publico,Chofer,Auto,0,1,7,58,13,0,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 7:50:00,22,Centro,30-12-1899 7:58:00,30-12-1899 0:08:00,Punta mañana (7:30-10-30),1,30-12-1899 7:54:00,Transporte privado,Trabajo,"10,669"
10361,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,1,4,13,10,14,20,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 13:00:00,35,Borde Costero,30-12-1899 13:10:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 13:05:00,Transporte privado,Otros,"10,669"
10361,1,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Sector Publico,Chofer,Auto,0,1,14,28,17,30,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 14:20:00,22,Centro,30-12-1899 14:28:00,30-12-1899 0:08:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:24:00,Transporte privado,Trabajo,"10,669"
10361,1,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,1,4,17,38,99,99,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 17:30:00,35,Borde Costero,30-12-1899 17:38:00,30-12-1899 0:08:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:34:00,Transporte privado,Otros,"10,669"
10361,2,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,7,45,8,0,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 7:40:00,32,Residencial Sur,30-12-1899 7:45:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 7:42:30,Transporte privado,Otros,"9,588"
10361,2,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,8,15,10,40,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 8:00:00,35,Borde Costero,30-12-1899 8:15:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 8:07:30,Transporte privado,Otros,"9,588"
10361,2,3,Recreacion,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,11,0,12,0,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 10:40:00,6,Residencial Norte,30-12-1899 11:00:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 10:50:00,Transporte privado,Otros,"9,588"
10361,2,4,Volver a casa,Recreacion,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,12,20,12,45,"-51.720067, -72.496995",6,1.Residencial Norte,30-12-1899 12:00:00,35,Borde Costero,30-12-1899 12:20:00,30-12-1899 0:20:00,Mediodia (11:30-14:00),1,30-12-1899 12:10:00,Transporte privado,Otros,"9,588"
10361,2,5,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,13,0,13,5,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 12:45:00,32,Residencial Sur,30-12-1899 13:00:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 12:52:30,Transporte privado,Otros,"9,588"
10361,2,6,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,13,30,14,10,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:05:00,35,Borde Costero,30-12-1899 13:30:00,30-12-1899 0:25:00,Mediodia (11:30-14:00),1,30-12-1899 13:17:30,Transporte privado,Otros,"9,588"
10361,2,7,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,14,25,14,30,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 14:10:00,32,Residencial Sur,30-12-1899 14:25:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:17:30,Transporte privado,Otros,"9,588"
10361,2,8,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,14,45,15,30,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 14:30:00,35,Borde Costero,30-12-1899 14:45:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:37:30,Transporte privado,Otros,"9,588"
10361,2,9,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,15,45,15,55,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 15:30:00,32,Residencial Sur,30-12-1899 15:45:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:37:30,Transporte privado,Otros,"9,588"
10361,2,10,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,16,5,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 15:55:00,35,Borde Costero,30-12-1899 16:05:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:00:00,Transporte privado,Otros,"9,588"
10361,3,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,7,45,13,0,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 7:40:00,32,Residencial Sur,30-12-1899 7:45:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 7:42:30,Transporte privado,Estudio,"13,075"
10361,3,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,1,5,13,30,14,10,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:00:00,35,Borde Costero,30-12-1899 13:30:00,30-12-1899 0:30:00,Mediodia (11:30-14:00),1,30-12-1899 13:15:00,Transporte privado,Otros,"13,075"
10361,3,3,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,14,30,15,55,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 14:10:00,32,Residencial Sur,30-12-1899 14:30:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:20:00,Transporte privado,Estudio,"13,075"
10361,3,4,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,1,5,16,5,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 15:55:00,35,Borde Costero,30-12-1899 16:05:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:00:00,Transporte privado,Otros,"13,075"
10361,4,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,1,4,7,45,13,0,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 7:40:00,32,Residencial Sur,30-12-1899 7:45:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 7:42:30,Transporte privado,Estudio,"17,559"
10361,4,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,13,30,14,10,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:00:00,35,Borde Costero,30-12-1899 13:30:00,30-12-1899 0:30:00,Mediodia (11:30-14:00),1,30-12-1899 13:15:00,Transporte privado,Otros,"17,559"
10361,4,3,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,1,4,14,30,15,50,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 14:10:00,32,Residencial Sur,30-12-1899 14:30:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:20:00,Transporte privado,Estudio,"17,559"
10361,4,4,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,16,5,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 15:50:00,35,Borde Costero,30-12-1899 16:05:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:57:30,Transporte privado,Otros,"17,559"
10362,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Taxi colectivo,2,10,10,10,11,0,"-51.73626,-72.50234",35,4.Borde Costero,30-12-1899 10:00:00,14,Centro,30-12-1899 10:10:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 10:05:00,Trasnporte publico,Otros,"19,209"
