folio,ordenpersona,ordenviaje,proposito,propositovc,origenactividadcomuna,lugaractividadcomuna,actividadempresa,tipoasiento,modoetapa1,cuadrascaminadasdespues,minutoscaminadosdespues,horallegadahora,horallegadaminuto,horavolviosalirhora,horavolviosalirminuto,coord_origenviaje,zona_origenviaje,sector_origenviaje,horasalida,zona_destinoviaje,sector_destinoviaje,horallegada,tiempoviaje,periodo,numeroetapasviaje,horamediaviaje,modoagregado,propositoagregado,factorexpansionv
10061,1,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,7,55,8,0,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 7:40:00,8,Residencial Norte,30-12-1899 7:55:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 7:47:30,Transporte privado,Otros,"37,552"
10061,1,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,8,5,8,6,"-51.7224047, -72.4932273",8,1.Residencial Norte,30-12-1899 8:00:00,8,Residencial Norte,30-12-1899 8:05:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 8:02:30,Transporte privado,Otros,"37,552"
10061,1,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Salud,Chofer,Auto,0,3,8,15,18,30,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 8:06:00,25,Residencial Oriente,30-12-1899 8:15:00,30-12-1899 0:09:00,Punta mañana (7:30-10-30),1,30-12-1899 8:10:30,Transporte privado,Trabajo,"37,552"
10061,1,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,18,40,99,99,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 18:30:00,8,Residencial Norte,30-12-1899 18:40:00,30-12-1899 0:10:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:35:00,Transporte privado,Otros,"37,552"
10061,2,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,1,3,8,0,8,5,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 7:40:00,36,Residencial Sur,30-12-1899 8:00:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 7:50:00,Transporte privado,Otros,"12,766"
10061,2,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,8,10,13,45,"-51.7371215999999, -72.4950832",36,5.Residencial Sur,30-12-1899 8:05:00,8,Residencial Norte,30-12-1899 8:10:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 8:07:30,Transporte privado,Otros,"12,766"
10061,2,3,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,1,3,13,55,14,5,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 13:45:00,36,Residencial Sur,30-12-1899 13:55:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 13:50:00,Transporte privado,Otros,"12,766"
10061,2,4,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,14,15,99,99,"-51.7371215999999, -72.4950832",36,5.Residencial Sur,30-12-1899 14:05:00,8,Residencial Norte,30-12-1899 14:15:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:10:00,Transporte privado,Otros,"12,766"
10061,3,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Salud,Chofer,Auto,0,2,8,15,17,30,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 8:00:00,25,Residencial Oriente,30-12-1899 8:15:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 8:07:30,Transporte privado,Trabajo,"17,478"
10061,3,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,17,40,99,99,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 17:30:00,8,Residencial Norte,30-12-1899 17:40:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:35:00,Transporte privado,Otros,"17,478"
10062,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Industria,Desconocido,Bicicleta,0,1,18,55,23,40,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 18:45:00,26,Residencial Oriente,30-12-1899 18:55:00,30-12-1899 0:10:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:50:00,Bicicleta,Trabajo,"8,437"
10062,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Bicicleta,0,1,23,59,99,99,"-51.7301689, -72.4768413",26,6.Residencial Oriente,30-12-1899 23:40:00,8,Residencial Norte,30-12-1899 23:59:00,30-12-1899 0:19:00,Resto,1,30-12-1899 23:49:30,Bicicleta,Otros,"8,437"
10071,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Educacion,Desconocido,Enteramente a pie,3,5,7,55,13,0,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 7:50:00,46,Residencial Perimetral,30-12-1899 7:55:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 7:52:30,Caminata,Trabajo,"10,312"
10071,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,3,5,13,5,14,20,"-51.7387814999999, -72.4858799",46,7.Residencial Perimetral,30-12-1899 13:00:00,9,Residencial Central,30-12-1899 13:05:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 13:02:30,Caminata,Otros,"10,312"
10071,1,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Educacion,Desconocido,Enteramente a pie,3,5,14,25,17,30,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 14:20:00,46,Residencial Perimetral,30-12-1899 14:25:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:22:30,Caminata,Trabajo,"10,312"
10071,1,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,3,5,17,35,99,99,"-51.7387814999999, -72.4858799",46,7.Residencial Perimetral,30-12-1899 17:30:00,9,Residencial Central,30-12-1899 17:35:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:32:30,Caminata,Otros,"10,312"
10071,2,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Sector Publico,Desconocido,Bicicleta,0,1,7,55,13,0,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 7:50:00,22,Centro,30-12-1899 7:55:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 7:52:30,Bicicleta,Trabajo,"11,325"
10071,2,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Bicicleta,0,1,13,5,14,0,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 13:00:00,9,Residencial Central,30-12-1899 13:05:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 13:02:30,Bicicleta,Otros,"11,325"
10071,2,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Sector Publico,Desconocido,Bicicleta,0,1,14,5,17,0,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 14:00:00,22,Centro,30-12-1899 14:05:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 14:02:30,Bicicleta,Trabajo,"11,325"
10071,2,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Bicicleta,0,1,17,5,99,99,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 17:00:00,9,Residencial Central,30-12-1899 17:05:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:02:30,Bicicleta,Otros,"11,325"
10081,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Industria,Desconocido,Bus institucional,1,5,7,35,17,0,"-51.72344,-72.48580",10,1.Residencial Norte,30-12-1899 7:30:00,25,Residencial Oriente,30-12-1899 7:35:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 7:32:30,Transporte privado,Trabajo,"5,822"
10081,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Bus institucional,1,5,17,20,99,99,"-51.729128, -72.4826768",25,6.Residencial Oriente,30-12-1899 17:00:00,10,Residencial Norte,30-12-1899 17:20:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:10:00,Transporte privado,Otros,"5,822"
10081,2,1,De compras,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,1,3,10,15,10,30,"-51.72344,-72.48580",10,1.Residencial Norte,30-12-1899 10:00:00,46,Residencial Perimetral,30-12-1899 10:15:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 10:07:30,Transporte privado,Otros,"6,976"
10081,2,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,10,45,99,99,"-51.738657, -72.4889551999999",46,7.Residencial Perimetral,30-12-1899 10:30:00,10,Residencial Norte,30-12-1899 10:45:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 10:37:30,Transporte privado,Otros,"6,976"
10082,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,12,20,14,45,16,15,"-51.72344,-72.48580",10,1.Residencial Norte,30-12-1899 14:30:00,14,Centro,30-12-1899 14:45:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:37:30,Caminata,Otros,"7,042"
10082,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,12,20,16,30,99,99,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 16:15:00,10,Residencial Norte,30-12-1899 16:30:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:22:30,Caminata,Otros,"7,042"
10091,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,2,5,9,5,9,10,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 9:00:00,10,Residencial Norte,30-12-1899 9:05:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 9:02:30,Caminata,Otros,"6,976"
10091,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,2,5,9,18,99,99,"-51.7239239, -72.4891909",10,1.Residencial Norte,30-12-1899 9:10:00,10,Residencial Norte,30-12-1899 9:18:00,30-12-1899 0:08:00,Punta mañana (7:30-10-30),1,30-12-1899 9:14:00,Caminata,Otros,"6,976"
10091,2,1,Tramites,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,11,40,12,30,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 11:30:00,14,Centro,30-12-1899 11:40:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 11:35:00,Transporte privado,Otros,"5,822"
10091,2,2,Volver a casa,Tramites,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,13,0,99,99,"-51.7290769, -72.500447",14,3.Centro,30-12-1899 12:30:00,10,Residencial Norte,30-12-1899 13:00:00,30-12-1899 0:30:00,Mediodia (11:30-14:00),1,30-12-1899 12:45:00,Transporte privado,Otros,"5,822"
10092,2,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Servicios,Chofer,Auto,0,5,9,0,13,0,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 8:45:00,15,Residencial Central,30-12-1899 9:00:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 8:52:30,Transporte privado,Trabajo,"13,125"
10092,2,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,2,13,15,14,30,"-51.7286104999999, -72.4970697",15,2.Residencial Central,30-12-1899 13:00:00,10,Residencial Norte,30-12-1899 13:15:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 13:07:30,Transporte privado,Otros,"13,125"
10092,2,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Servicios,Chofer,Auto,0,5,14,40,19,0,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 14:30:00,15,Residencial Central,30-12-1899 14:40:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:35:00,Transporte privado,Trabajo,"13,125"
10092,2,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,2,19,15,99,99,"-51.7286104999999, -72.4970697",15,2.Residencial Central,30-12-1899 19:00:00,10,Residencial Norte,30-12-1899 19:15:00,30-12-1899 0:15:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:07:30,Transporte privado,Otros,"13,125"
10092,3,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,2,8,0,14,0,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 7:50:00,13,Centro,30-12-1899 8:00:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 7:55:00,Transporte privado,Estudio,"12,162"
10092,3,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,14,10,99,99,"-51.7285001, -72.5043744",13,3.Centro,30-12-1899 14:00:00,10,Residencial Norte,30-12-1899 14:10:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 14:05:00,Transporte privado,Otros,"12,162"
10101,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,11,20,11,40,"-51.73009,-72.51190",11,4.Borde Costero,30-12-1899 11:00:00,32,Residencial Sur,30-12-1899 11:20:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 11:10:00,Transporte privado,Otros,"24,638"
10101,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,12,0,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 11:40:00,11,Borde Costero,30-12-1899 12:00:00,30-12-1899 0:20:00,Mediodia (11:30-14:00),1,30-12-1899 11:50:00,Transporte privado,Otros,"24,638"
10101,2,1,De compras,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,11,20,11,40,"-51.73009,-72.51190",11,4.Borde Costero,30-12-1899 11:00:00,32,Residencial Sur,30-12-1899 11:20:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 11:10:00,Transporte privado,Otros,"21,51"
10101,2,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,12,0,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 11:40:00,11,Borde Costero,30-12-1899 12:00:00,30-12-1899 0:20:00,Mediodia (11:30-14:00),1,30-12-1899 11:50:00,Transporte privado,Otros,"21,51"
10102,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,13,25,10,25,10,45,"-51.73009,-72.51190",11,4.Borde Costero,30-12-1899 10:00:00,14,Centro,30-12-1899 10:25:00,30-12-1899 0:25:00,Punta mañana (7:30-10-30),1,30-12-1899 10:12:30,Caminata,Otros,"10,942"
10102,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,13,25,11,10,99,99,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 10:45:00,11,Borde Costero,30-12-1899 11:10:00,30-12-1899 0:25:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 10:57:30,Caminata,Otros,"10,942"
10111,2,1,Tramites,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,2,5,9,40,10,0,"-51.73080,-72.51121",11,4.Borde Costero,30-12-1899 9:30:00,14,Centro,30-12-1899 9:40:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 9:35:00,Transporte privado,Otros,"10,942"
10111,2,2,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,1,3,10,3,11,30,"-51.7272164, -72.5031229",14,3.Centro,30-12-1899 10:00:00,14,Centro,30-12-1899 10:03:00,30-12-1899 0:03:00,Punta mañana (7:30-10-30),1,30-12-1899 10:01:30,Caminata,Otros,"10,942"
10111,2,3,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,1,3,12,0,99,99,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 11:30:00,11,Borde Costero,30-12-1899 12:00:00,30-12-1899 0:30:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 11:45:00,Transporte privado,Otros,"10,942"
10112,2,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Servicios,Desconocido,Enteramente a pie,7,10,7,55,17,0,"-51.73080,-72.51121",11,4.Borde Costero,30-12-1899 7:45:00,4,Centro,30-12-1899 7:55:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 7:50:00,Caminata,Trabajo,"10,942"
10112,2,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,7,10,17,10,99,99,"-51.7269623, -72.5068197",4,3.Centro,30-12-1899 17:00:00,11,Borde Costero,30-12-1899 17:10:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:05:00,Caminata,Otros,"10,942"
10121,1,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,8,20,8,21,"-51.73036,-72.50490",13,3.Centro,30-12-1899 8:00:00,14,Centro,30-12-1899 8:20:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 8:10:00,Transporte privado,Otros,"7,638"
10121,1,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,8,35,10,0,"-51.7267162, -72.4996618999999",14,3.Centro,30-12-1899 8:21:00,13,Centro,30-12-1899 8:35:00,30-12-1899 0:14:00,Punta mañana (7:30-10-30),1,30-12-1899 8:28:00,Transporte privado,Otros,"7,638"
10121,1,3,De compras,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,10,15,11,30,"-51.73036,-72.50490",13,3.Centro,30-12-1899 10:00:00,14,Centro,30-12-1899 10:15:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 10:07:30,Transporte privado,Otros,"7,638"
10121,1,4,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,11,40,99,99,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 11:30:00,13,Centro,30-12-1899 11:40:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 11:35:00,Transporte privado,Otros,"7,638"
10121,2,1,De compras,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,10,15,11,0,"-51.73036,-72.50490",13,3.Centro,30-12-1899 10:00:00,14,Centro,30-12-1899 10:15:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 10:07:30,Transporte privado,Otros,"4,822"
10121,2,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,11,15,16,0,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 11:00:00,13,Centro,30-12-1899 11:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 11:07:30,Transporte privado,Otros,"4,822"
10121,2,3,Recreacion,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,5,10,16,20,19,0,"-51.73036,-72.50490",13,3.Centro,30-12-1899 16:00:00,2,Borde Costero,30-12-1899 16:20:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:10:00,Transporte privado,Otros,"4,822"
10121,2,4,Volver a casa,Recreacion,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,19,20,99,99,"-51.7234945, -72.5099393",2,4.Borde Costero,30-12-1899 19:00:00,13,Centro,30-12-1899 19:20:00,30-12-1899 0:20:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:10:00,Transporte privado,Otros,"4,822"
10121,3,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,8,0,13,0,"-51.73036,-72.50490",13,3.Centro,30-12-1899 7:50:00,14,Centro,30-12-1899 8:00:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 7:55:00,Transporte privado,Estudio,"7,179"
10121,3,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,10,20,13,20,14,30,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 13:00:00,13,Centro,30-12-1899 13:20:00,30-12-1899 0:20:00,Mediodia (11:30-14:00),1,30-12-1899 13:10:00,Caminata,Otros,"7,179"
10121,3,3,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,14,38,19,0,"-51.73036,-72.50490",13,3.Centro,30-12-1899 14:30:00,14,Centro,30-12-1899 14:38:00,30-12-1899 0:08:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:34:00,Transporte privado,Estudio,"7,179"
10121,3,4,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,19,15,19,50,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 19:00:00,13,Centro,30-12-1899 19:15:00,30-12-1899 0:15:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:07:30,Transporte privado,Otros,"7,179"
10121,3,5,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,20,0,21,0,"-51.73036,-72.50490",13,3.Centro,30-12-1899 19:50:00,14,Centro,30-12-1899 20:00:00,30-12-1899 0:10:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:55:00,Transporte privado,Estudio,"7,179"
10121,3,6,Recreacion,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,6,15,21,15,22,0,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 21:00:00,32,Residencial Sur,30-12-1899 21:15:00,30-12-1899 0:15:00,Resto,1,30-12-1899 21:07:30,Caminata,Otros,"7,179"
10121,3,7,Volver a casa,Recreacion,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,6,15,22,15,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 22:00:00,13,Centro,30-12-1899 22:15:00,30-12-1899 0:15:00,Resto,1,30-12-1899 22:07:30,Caminata,Otros,"7,179"
10122,1,1,Recreacion,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,4,10,10,55,12,5,"-51.73036,-72.50490",13,3.Centro,30-12-1899 10:45:00,4,Centro,30-12-1899 10:55:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 10:50:00,Caminata,Otros,"4,115"
10122,1,2,Volver a casa,Recreacion,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,4,10,12,15,12,20,"-51.7267251, -72.505127",4,3.Centro,30-12-1899 12:05:00,13,Centro,30-12-1899 12:15:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 12:10:00,Caminata,Otros,"4,115"
10122,1,3,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,3,10,12,30,12,40,"-51.73036,-72.50490",13,3.Centro,30-12-1899 12:20:00,32,Residencial Sur,30-12-1899 12:30:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 12:25:00,Caminata,Otros,"4,115"
10122,1,4,Volver a casa,De compras,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,3,10,12,50,17,0,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 12:40:00,13,Centro,30-12-1899 12:50:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 12:45:00,Caminata,Otros,"4,115"
10122,1,5,Visitar a alguien,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,4,7,17,7,19,0,"-51.73036,-72.50490",13,3.Centro,30-12-1899 17:00:00,30,Residencial Central,30-12-1899 17:07:00,30-12-1899 0:07:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:03:30,Caminata,Otros,"4,115"
10122,1,6,Volver a casa,Visitar a alguien,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,4,7,19,7,99,99,"-51.7353215, -72.4979146",30,2.Residencial Central,30-12-1899 19:00:00,13,Centro,30-12-1899 19:07:00,30-12-1899 0:07:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:03:30,Caminata,Otros,"4,115"
10132,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,2,5,11,5,13,0,"-51.72808,-72.50523",13,3.Centro,30-12-1899 11:00:00,14,Centro,30-12-1899 11:05:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 11:02:30,Caminata,Otros,"5,391"
10132,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,2,5,13,5,17,0,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 13:00:00,13,Centro,30-12-1899 13:05:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 13:02:30,Caminata,Otros,"5,391"
10132,1,3,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,2,5,17,5,18,0,"-51.72808,-72.50523",13,3.Centro,30-12-1899 17:00:00,32,Residencial Sur,30-12-1899 17:05:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:02:30,Caminata,Otros,"5,391"
10132,1,4,Volver a casa,De compras,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,2,5,18,5,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 18:00:00,13,Centro,30-12-1899 18:05:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 18:02:30,Caminata,Otros,"5,391"
10141,1,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,7,55,8,3,"-51.72843,-72.49986",14,3.Centro,30-12-1899 7:30:00,37,Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:25:00,Punta mañana (7:30-10-30),1,30-12-1899 7:42:30,Transporte privado,Otros,"5,103"
