Folio,ordenpersona,ordenviaje,Proposito,PropositoVC,Proposito_e,OrigenActividadComuna,OrigenActividadCalle,OrigenActividadNumero,OrigenActividadInterCalle,OrigenActividadHito,LugarActividadComuna,LugarActividadCalle,LugarActividadNumero,LugarActividadInterCalle,LugarActividadHito,ActividadEmpresa,TipoAsiento,ModoEtapa1,ModoEtapa2,ModoEtapa3,ModoEtapa4,ModoEtapa5,CuadrasCaminadasDespues,MinutosCaminadosDespues,HoraLlegadaHora,HoraLlegadaMinuto,HoraVolvioSalirHora,HoraVolvioSalirMinuto,Coord_OrigenViaje,Zona_OrigenViaje,Sector_OrigenViaje,HoraSalida,Coord_DestinoViaje,Zona_DestinoViaje,Sector_DestinoViaje,HoraLlegada,TiempoViaje,Distancia,Periodo,NumeroEtapasViaje,HoraMediaViaje,ModoAgregado,PropositoAgregado,FactorExpansionV,codActividadEmpresa,codModoEtapa1,codModoEtapa2,codModoEtapa3,codModoEtapa4,codModoEtapa5,codPeriodo,codProposito
10481,2,1,8,null,,NATALES,JOSE MUÑOZ,2180,.,.,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,null,1,1,null,null,null,null,0,1,13,10,13,15,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 12:55:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:10:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:02:30,3,3,"15,555",,,,,,,,
10481,2,2,7,8,,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,NATALES,JOSE MUÑOZ,2180,.,.,null,1,1,null,null,null,null,0,1,13,30,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:15:00,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 13:30:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:22:30,3,3,"15,555",,,,,,,,
10481,3,1,3,null,,NATALES,JOSE MUÑOZ,2180,.,.,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,null,2,1,null,null,null,null,0,1,7,45,13,0,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 7:30:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 7:45:00,30-12-1899 0:15:00,null,1,1,30-12-1899 7:37:30,3,2,"15,203",,,,,,,,
10481,3,2,7,3,,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,NATALES,JOSE MUÑOZ,2180,.,.,null,2,1,null,null,null,null,0,1,13,15,14,10,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:00:00,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 13:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:07:30,3,3,"15,203",,,,,,,,
10481,3,3,3,null,,NATALES,JOSE MUÑOZ,2180,.,.,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,null,null,13,null,null,null,null,8,15,14,25,16,30,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 14:10:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 14:25:00,30-12-1899 0:15:00,null,2,1,30-12-1899 14:17:30,1,2,"15,203",,,,,,,,
10481,3,4,7,3,,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,NATALES,JOSE MUÑOZ,2180,.,.,null,null,13,null,null,null,null,8,15,16,45,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 16:30:00,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 16:45:00,30-12-1899 0:15:00,null,2,1,30-12-1899 16:37:30,1,3,"15,203",,,,,,,,
10481,4,1,3,null,,NATALES,JOSE MUÑOZ,2180,.,.,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,null,2,1,null,null,null,null,0,1,7,45,13,0,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 7:30:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 7:45:00,30-12-1899 0:15:00,null,1,1,30-12-1899 7:37:30,3,2,"15,203",,,,,,,,
10481,4,2,7,3,,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,NATALES,JOSE MUÑOZ,2180,.,.,null,2,1,null,null,null,null,0,1,13,15,14,15,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:00:00,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 13:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:07:30,3,3,"15,203",,,,,,,,
10481,4,3,3,null,,NATALES,JOSE MUÑOZ,2180,.,.,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,null,null,13,null,null,null,null,8,15,14,30,16,30,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 14:15:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 14:30:00,30-12-1899 0:15:00,null,2,1,30-12-1899 14:22:30,1,2,"15,203",,,,,,,,
10481,4,4,7,3,,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,NATALES,JOSE MUÑOZ,2180,.,.,null,null,13,null,null,null,null,8,15,16,45,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 16:30:00,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 16:45:00,30-12-1899 0:15:00,null,2,1,30-12-1899 16:37:30,1,3,"15,203",,,,,,,,
10482,1,1,8,null,,NATALES,REMIGIO SAPUNAR,2183,.,.,NATALES,SARMIENTO,1484,AGOSTINI,ESCUELA JUAN LADRILLERO,null,null,13,null,null,null,null,8,15,7,55,8,0,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 7:40:00,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:15:00,null,1,1,30-12-1899 7:47:30,1,3,"38,126",,,,,,,,
10482,1,2,7,8,,NATALES,SARMIENTO,1484,AGOSTINI,ESCUELA JUAN LADRILLERO,NATALES,REMIGIO SAPUNAR,2183,.,.,null,null,13,null,null,null,null,8,15,8,15,15,30,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 8:00:00,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 8:15:00,30-12-1899 0:15:00,null,1,1,30-12-1899 8:07:30,1,3,"38,126",,,,,,,,
10482,1,3,1,null,,NATALES,REMIGIO SAPUNAR,2183,.,.,NATALES,HUERTO,68 A,VENTISUQERO SNOWY,PESQUERA ALVAREZ Y ALVAREZ,1,null,13,null,null,null,null,12,25,15,55,23,45,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 15:30:00,"-51.7292953, -72.5011330999999",22,3.Centro,30-12-1899 15:55:00,30-12-1899 0:25:00,null,2,1,30-12-1899 15:42:30,1,1,"38,126",,,,,,,,
10482,1,4,7,1,,NATALES,HUERTO,68 A,VENTISUQERO SNOWY,PESQUERA ALVAREZ Y ALVAREZ,NATALES,REMIGIO SAPUNAR,2183,.,.,null,null,5,null,null,null,null,0,1,23,59,99,99,"-51.7292953, -72.5011330999999",22,3.Centro,30-12-1899 23:45:00,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 23:59:00,30-12-1899 0:14:00,null,5,1,30-12-1899 23:52:00,3,3,"38,126",,,,,,,,
10482,2,1,1,null,,NATALES,REMIGIO SAPUNAR,2183,.,.,NATALES,HUERTO,68 A,VENTISUQERO SNOWY,PESQUERA ALVAREZ Y ALVAREZ,1,null,5,null,null,null,null,2,5,7,55,16,0,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 7:30:00,"-51.7292953, -72.5011330999999",22,3.Centro,30-12-1899 7:55:00,30-12-1899 0:25:00,null,1,1,30-12-1899 7:42:30,3,1,"26,988",,,,,,,,
10482,2,2,7,1,,NATALES,HUERTO,68 A,VENTISUQERO SNOWY,PESQUERA ALVAREZ Y ALVAREZ,NATALES,REMIGIO SAPUNAR,2183,.,.,null,null,5,null,null,null,null,0,1,16,10,99,99,"-51.7292953, -72.5011330999999",22,3.Centro,30-12-1899 16:00:00,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 16:10:00,30-12-1899 0:10:00,null,2,1,30-12-1899 16:05:00,3,3,"26,988",,,,,,,,
10482,3,1,3,null,,NATALES,REMIGIO SAPUNAR,2183,.,.,NATALES,SARMIENTO,1484,AGOSTINI,ESCUELA JUAN LADRILLERO,null,null,13,null,null,null,null,8,15,7,55,14,30,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 7:40:00,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:15:00,null,1,1,30-12-1899 7:47:30,1,2,"14,874",,,,,,,,
10482,3,2,7,3,,NATALES,SARMIENTO,1484,AGOSTINI,ESCUELA JUAN LADRILLERO,NATALES,REMIGIO SAPUNAR,2183,.,.,null,2,1,null,null,null,null,0,1,14,45,99,99,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 14:30:00,"-51.73590,-72.47646",41,5.Residencial Sur,30-12-1899 14:45:00,30-12-1899 0:15:00,null,2,1,30-12-1899 14:37:30,3,3,"14,874",,,,,,,,
10491,2,1,1,null,,NATALES,MELINDA MANSILLA,2040,.,.,NATALES,CAMINO PTO. BORIES,0,"-51.698632, -72.519968",AQUA CHILE,1,null,5,null,null,null,null,1,1,6,0,14,30,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 5:30:00,"-51.691669,-72.531367",0,0.Zona Externa,30-12-1899 6:00:00,30-12-1899 0:30:00,null,5,1,30-12-1899 5:45:00,3,1,"114,199",,,,,,,,
10491,2,2,7,1,,NATALES,CAMINO PTO. BORIES,0,"-51.698632, -72.519968",AQUA CHILE,NATALES,MELINDA MANSILLA,2040,.,.,null,null,5,null,null,null,null,1,1,14,50,99,99,"-51.691669,-72.531367",0,0.Zona Externa,30-12-1899 14:30:00,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 14:50:00,30-12-1899 0:20:00,null,2,1,30-12-1899 14:40:00,3,3,"114,199",,,,,,,,
10491,3,1,1,null,,NATALES,MELINDA MANSILLA,2040,.,.,NATALES,SIMON BOLIVAR,0,OVEJERO Y FRESIA,SUPERMERCADO COLO COLO,2,null,7,null,null,null,null,1,1,7,10,14,30,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 7:00:00,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 7:10:00,30-12-1899 0:10:00,null,5,1,30-12-1899 7:05:00,4,1,"45,585",,,,,,,,
10491,3,2,7,1,,NATALES,SIMON BOLIVAR,0,OVEJERO Y FRESIA,SUPERMERCADO COLO COLO,NATALES,MELINDA MANSILLA,2040,.,.,null,null,7,null,null,null,null,1,1,14,40,99,99,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 14:30:00,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 14:40:00,30-12-1899 0:10:00,null,2,1,30-12-1899 14:35:00,4,3,"45,585",,,,,,,,
10491,5,1,3,null,,NATALES,MELINDA MANSILLA,2040,.,.,NATALES,PADRE ROSSA,0,TEGUALDA Y OVEJERO,LICEO SALESIANO,null,null,13,null,null,null,null,8,10,7,55,14,30,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 7:45:00,"-51.7372145999999, -72.4939244999999",37,5.Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:50:00,1,2,"44,553",,,,,,,,
10491,5,2,7,3,,NATALES,PADRE ROSSA,0,TEGUALDA Y OVEJERO,LICEO SALESIANO,NATALES,MELINDA MANSILLA,2040,.,.,null,null,13,null,null,null,null,8,15,14,45,99,99,"-51.7372145999999, -72.4939244999999",37,5.Residencial Sur,30-12-1899 14:30:00,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 14:45:00,30-12-1899 0:15:00,null,2,1,30-12-1899 14:37:30,1,3,"44,553",,,,,,,,
10491,6,1,3,null,,NATALES,MELINDA MANSILLA,2040,.,.,NATALES,P. MARIA ROSSA,0,TEGUALDA Y OVEJERO,LICEO SALESIANO,null,null,13,null,null,null,null,8,10,7,55,14,30,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 7:45:00,"-51.73463, -72.4915373",37,5.Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:50:00,1,2,"44,553",,,,,,,,
10491,6,2,7,3,,NATALES,P. MARIA ROSSA,0,TEGUALDA Y OVEJERO,LICEO SALESIANO,NATALES,MELINDA MANSILLA,2040,.,.,null,null,13,null,null,null,null,8,15,14,45,99,99,"-51.73463, -72.4915373",37,5.Residencial Sur,30-12-1899 14:30:00,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 14:45:00,30-12-1899 0:15:00,null,2,1,30-12-1899 14:37:30,1,3,"44,553",,,,,,,,
10492,1,1,1,null,,NATALES,JOSE AYAQUINTUY,2124,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTIMI,COLEGIO PTO. NATALES,4,null,7,null,null,null,null,2,2,7,35,14,0,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 7:20:00,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 7:35:00,30-12-1899 0:15:00,null,5,1,30-12-1899 7:27:30,4,1,"6,111",,,,,,,,
10492,1,2,7,1,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTIMI,COLEGIO PTO. NATALES,NATALES,JOSE AYAQUINTUY,2124,.,.,null,null,7,null,null,null,null,0,1,14,15,15,30,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 14:00:00,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 14:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 14:07:30,4,3,"6,111",,,,,,,,
10492,1,3,1,null,,NATALES,JOSE AYAQUINTUY,2124,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTIMI,COLEGIO PTO. NATALES,4,null,7,null,null,null,null,2,2,15,40,18,0,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 15:30:00,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 15:40:00,30-12-1899 0:10:00,null,2,1,30-12-1899 15:35:00,4,1,"6,111",,,,,,,,
10492,1,4,7,1,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTIMI,COLEGIO PTO. NATALES,NATALES,JOSE AYAQUINTUY,2124,.,.,null,null,7,null,null,null,null,0,1,18,15,99,99,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 18:00:00,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 18:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 18:07:30,4,3,"6,111",,,,,,,,
10492,2,1,3,null,,NATALES,JOSE AYAQUINTUY,2124,.,.,NATALES,PHILLIPI,0,PRAT Y T. ROGERS,LICEO C-1,null,null,7,null,null,null,null,0,1,7,40,13,30,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 7:20:00,"-51.7250904, -72.5057899999999",4,3.Centro,30-12-1899 7:40:00,30-12-1899 0:20:00,null,5,1,30-12-1899 7:30:00,4,2,"5,973",,,,,,,,
10492,2,2,7,3,,NATALES,PHILLIPI,0,PRAT Y T. ROGERS,LICEO C-1,NATALES,JOSE AYAQUINTUY,2124,.,.,null,null,7,null,null,null,null,2,2,13,45,99,99,"-51.7250904, -72.5057899999999",4,3.Centro,30-12-1899 13:30:00,"-51.73667,-72.47973",44,5.Residencial Sur,30-12-1899 13:45:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:37:30,4,3,"5,973",,,,,,,,
10501,1,1,1,null,,NATALES,PASAJE SAN LUCAS,1551,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,4,1,1,null,null,null,null,0,1,7,40,13,0,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.72754, -72.50086",14,3.Centro,30-12-1899 7:40:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:35:00,3,1,"21,325",,,,,,,,
10501,1,2,7,1,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,NATALES,PASAJE SAN LUCAS,1551,.,.,null,1,1,null,null,null,null,0,1,13,15,14,10,"-51.72754, -72.50086",14,3.Centro,30-12-1899 13:00:00,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 13:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:07:30,3,3,"21,325",,,,,,,,
10501,1,3,1,null,,NATALES,PASAJE SAN LUCAS,1551,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,4,1,1,null,null,null,null,0,1,14,15,18,0,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 14:10:00,"-51.72754, -72.50086",14,3.Centro,30-12-1899 14:15:00,30-12-1899 0:05:00,null,2,1,30-12-1899 14:12:30,3,1,"21,325",,,,,,,,
10501,1,4,7,1,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,NATALES,PASAJE SAN LUCAS,1551,.,.,null,1,1,null,null,null,null,0,1,18,15,99,99,"-51.72754, -72.50086",14,3.Centro,30-12-1899 18:00:00,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 18:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 18:07:30,3,3,"21,325",,,,,,,,
10501,2,1,1,null,,NATALES,PASAJE SAN LUCAS,1551,.,.,NATALES,AVDA. ESPAÑA,0,JAVIERA CARRERA,HOSPITAL AUGUSTO ESSMAN,3,2,1,null,null,null,null,0,1,7,55,20,0,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 7:45:00,"-51.7335293, -72.4783097999999",40,5.Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:50:00,3,1,"12,81",,,,,,,,
10501,2,2,7,1,,NATALES,AVDA. ESPAÑA,0,JAVIERA CARRERA,HOSPITAL AUGUSTO ESSMAN,NATALES,PASAJE SAN LUCAS,1551,.,.,null,2,1,null,null,null,null,0,1,20,10,99,99,"-51.7335293, -72.4783097999999",40,5.Residencial Sur,30-12-1899 20:00:00,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 20:10:00,30-12-1899 0:10:00,null,4,1,30-12-1899 20:05:00,3,3,"12,81",,,,,,,,
10502,1,1,1,null,,NATALES,PASAJE SAN ALERTO HURTADO,1604,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,4,2,1,null,null,null,null,0,1,7,25,13,10,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 7:20:00,"-51.72754, -72.50086",14,3.Centro,30-12-1899 7:25:00,30-12-1899 0:05:00,null,5,1,30-12-1899 7:22:30,3,1,"12,81",,,,,,,,
10502,1,2,7,1,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,NATALES,PASAJE SAN ALERTO HURTADO,1604,.,.,null,null,7,null,null,null,null,1,2,13,20,14,40,"-51.72754, -72.50086",14,3.Centro,30-12-1899 13:10:00,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 13:20:00,30-12-1899 0:10:00,null,3,1,30-12-1899 13:15:00,4,3,"12,81",,,,,,,,
10502,1,3,1,null,,NATALES,PASAJE SAN ALERTO HURTADO,1604,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,4,null,7,null,null,null,null,0,1,14,50,17,30,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 14:40:00,"-51.72754, -72.50086",14,3.Centro,30-12-1899 14:50:00,30-12-1899 0:10:00,null,2,1,30-12-1899 14:45:00,4,1,"12,81",,,,,,,,
10502,1,4,7,1,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,NATALES,PASAJE SAN ALERTO HURTADO,1604,.,.,null,null,7,null,null,null,null,1,2,17,40,99,99,"-51.72754, -72.50086",14,3.Centro,30-12-1899 17:30:00,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 17:40:00,30-12-1899 0:10:00,null,2,1,30-12-1899 17:35:00,4,3,"12,81",,,,,,,,
10502,2,1,1,null,,NATALES,PASAJE SAN ALERTO HURTADO,1604,.,.,NATALES,BAQUEDANO,0,ESQUINA YUNGAY,COMIDA RAPIDA,5,1,2,null,null,null,null,0,1,11,35,15,30,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 11:30:00,"-51.7322445999999, -72.4989349",29,2.Residencial Central,30-12-1899 11:35:00,30-12-1899 0:05:00,null,2,1,30-12-1899 11:32:30,3,1,"17,652",,,,,,,,
10502,2,2,7,1,,NATALES,BAQUEDANO,0,ESQUINA YUNGAY,COMIDA RAPIDA,NATALES,PASAJE SAN ALERTO HURTADO,1604,.,.,null,1,2,null,null,null,null,0,1,15,35,18,0,"-51.7322445999999, -72.4989349",29,2.Residencial Central,30-12-1899 15:30:00,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 15:35:00,30-12-1899 0:05:00,null,2,1,30-12-1899 15:32:30,3,3,"17,652",,,,,,,,
10502,2,3,1,null,,NATALES,PASAJE SAN ALERTO HURTADO,1604,.,.,NATALES,BAQUEDANO,0,ESQUINA YUNGAY,COMIDA RAPIDA,5,1,2,null,null,null,null,0,1,18,5,23,45,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 18:00:00,"-51.7322445999999, -72.4989349",29,2.Residencial Central,30-12-1899 18:05:00,30-12-1899 0:05:00,null,2,1,30-12-1899 18:02:30,3,1,"17,652",,,,,,,,
10502,2,4,7,1,,NATALES,BAQUEDANO,0,ESQUINA YUNGAY,COMIDA RAPIDA,NATALES,PASAJE SAN ALERTO HURTADO,1604,.,.,null,1,2,null,null,null,null,0,1,23,50,99,99,"-51.7322445999999, -72.4989349",29,2.Residencial Central,30-12-1899 23:45:00,"-51.73986,-72.49213",45,7.Residencial Perimetral,30-12-1899 23:50:00,30-12-1899 0:05:00,null,5,1,30-12-1899 23:47:30,3,3,"17,652",,,,,,,,
10511,1,1,1,null,,NATALES,PADRE PINILLA,1650,.,.,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,4,1,1,null,null,null,null,0,1,7,50,13,0,"-51.73949,-72.48532",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:40:00,3,1,"14,618",,,,,,,,
10511,1,2,7,1,,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,NATALES,PADRE PINILLA,1650,.,.,null,1,1,null,null,null,null,0,1,13,20,14,10,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:00:00,"-51.73949,-72.48532",46,7.Residencial Perimetral,30-12-1899 13:20:00,30-12-1899 0:20:00,null,3,1,30-12-1899 13:10:00,3,3,"14,618",,,,,,,,
10511,1,3,1,null,,NATALES,PADRE PINILLA,1650,.,.,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,4,1,1,null,null,null,null,0,1,14,30,18,30,"-51.73949,-72.48532",46,7.Residencial Perimetral,30-12-1899 14:10:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 14:30:00,30-12-1899 0:20:00,null,2,1,30-12-1899 14:20:00,3,1,"14,618",,,,,,,,
10511,1,4,7,1,,NATALES,SIMON BOLIVAR,1463,AGOSTINI,COLEGIO NATALES,NATALES,PADRE PINILLA,1650,.,.,null,1,1,null,null,null,null,0,1,18,50,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 18:30:00,"-51.73949,-72.48532",46,7.Residencial Perimetral,30-12-1899 18:50:00,30-12-1899 0:20:00,null,4,1,30-12-1899 18:40:00,3,3,"14,618",,,,,,,,
10512,1,1,1,null,,NATALES,GLACIAR VIDELLA,1649,.,.,NATALES,AVDA.COSTANERA,SN,CARLOS MLADINIC,CONSTRUCTORA EBCO,8,null,13,null,null,null,null,10,20,7,50,18,0,"-51.73949,-72.48532",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7362712, -72.4917841",37,5.Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:40:00,1,1,"10,765",,,,,,,,
10512,1,2,7,1,,NATALES,AVDA.COSTANERA,SN,CARLOS MLADINIC,CONSTRUCTORA EBCO,NATALES,GLACIAR VIDELLA,1649,.,.,null,null,13,null,null,null,null,10,20,18,20,99,99,"-51.7362712, -72.4917841",37,5.Residencial Sur,30-12-1899 18:00:00,"-51.73949,-72.48532",46,7.Residencial Perimetral,30-12-1899 18:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 18:10:00,1,3,"10,765",,,,,,,,
10512,2,1,1,null,,NATALES,GLACIAR VIDELLA,1649,.,.,NATALES,BULNES,358,BARROS ARANA,LA CREPERIA,5,null,7,null,null,null,null,3,7,14,55,22,0,"-51.73949,-72.48532",46,7.Residencial Perimetral,30-12-1899 14:30:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 14:55:00,30-12-1899 0:25:00,null,2,1,30-12-1899 14:42:30,4,1,"21,325",,,,,,,,
10512,2,2,7,1,,NATALES,BULNES,358,BARROS ARANA,LA CREPERIA,NATALES,GLACIAR VIDELLA,1649,.,.,null,2,1,null,null,null,null,0,1,22,15,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 22:00:00,"-51.73949,-72.48532",46,7.Residencial Perimetral,30-12-1899 22:15:00,30-12-1899 0:15:00,null,5,1,30-12-1899 22:07:30,3,3,"21,325",,,,,,,,
10521,1,1,1,null,,NATALES,PADRE BRUNELLI,1670,.,.,NTALES,OVEJERO,1205,SARMIENTO,OPD,4,null,3,null,null,null,null,10,20,7,50,17,0,"-51.73941,-72.49047",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7277885, -72.5045399999999",13,3.Centro,30-12-1899 7:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:40:00,2,1,"17,395",,,,,,,,
10521,1,2,7,1,,NTALES,OVEJERO,1205,SARMIENTO,OPD,NATALES,PADRE BRUNELLI,1670,.,.,null,null,3,null,null,null,null,10,20,17,20,99,99,"-51.7277885, -72.5045399999999",13,3.Centro,30-12-1899 17:00:00,"-51.73941,-72.49047",46,7.Residencial Perimetral,30-12-1899 17:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 17:10:00,2,3,"17,395",,,,,,,,
10522,1,1,11,null,,NATALES,SERVIDEI,1415,.,.,NATALES,BAQUEDANO,601,MIRAFLORES,EL PARRON FERRETERIA,null,1,1,null,null,null,null,0,1,16,10,16,30,"-51.73941,-72.49047",46,7.Residencial Perimetral,30-12-1899 16:00:00,"-51.730449, -72.5001238999999",22,3.Centro,30-12-1899 16:10:00,30-12-1899 0:10:00,null,2,1,30-12-1899 16:05:00,3,3,"14,641",,,,,,,,
