Folio,ordenpersona,ordenviaje,Proposito,PropositoVC,Proposito_e,OrigenActividadComuna,OrigenActividadCalle,OrigenActividadNumero,OrigenActividadInterCalle,OrigenActividadHito,LugarActividadComuna,LugarActividadCalle,LugarActividadNumero,LugarActividadInterCalle,LugarActividadHito,ActividadEmpresa,TipoAsiento,ModoEtapa1,ModoEtapa2,ModoEtapa3,ModoEtapa4,ModoEtapa5,CuadrasCaminadasDespues,MinutosCaminadosDespues,HoraLlegadaHora,HoraLlegadaMinuto,HoraVolvioSalirHora,HoraVolvioSalirMinuto,Coord_OrigenViaje,Zona_OrigenViaje,Sector_OrigenViaje,HoraSalida,Coord_DestinoViaje,Zona_DestinoViaje,Sector_DestinoViaje,HoraLlegada,TiempoViaje,Distancia,Periodo,NumeroEtapasViaje,HoraMediaViaje,ModoAgregado,PropositoAgregado,FactorExpansionV,codActividadEmpresa,codModoEtapa1,codModoEtapa2,codModoEtapa3,codModoEtapa4,codModoEtapa5,codPeriodo,codProposito
10522,1,2,7,11,,NATALES,BAQUEDANO,601,MIRAFLORES,EL PARRON FERRETERIA,NATALES,SERVIDEI,1415,.,.,null,1,1,null,null,null,null,0,1,16,40,99,99,"-51.730449, -72.5001238999999",22,3.Centro,30-12-1899 16:30:00,"-51.73941,-72.49047",46,7.Residencial Perimetral,30-12-1899 16:40:00,30-12-1899 0:10:00,null,2,1,30-12-1899 16:35:00,3,3,"14,641",,,,,,,,
10522,3,1,1,null,,NATALES,SERVIDEI,1415,.,.,NATALES,AVDA.ESPAÑA,1650,JAVIERA CARRERA,HOSPITAL AUGUSTO ESMMAN,3,null,13,null,null,null,null,11,20,7,50,16,0,"-51.73941,-72.49047",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 7:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:40:00,1,1,"34,199",,,,,,,,
10522,3,2,7,1,,NATALES,AVDA.ESPAÑA,1650,JAVIERA CARRERA,HOSPITAL AUGUSTO ESMMAN,NATALES,SERVIDEI,1415,.,.,null,null,13,null,null,null,null,11,20,16,20,99,99,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 16:00:00,"-51.73941,-72.49047",46,7.Residencial Perimetral,30-12-1899 16:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 16:10:00,1,3,"34,199",,,,,,,,
10532,2,1,1,null,,NATALES,ALFREDO LORCA,1906,.,.,NATALES,AVDA PEDRO MONTT,SN,NICOLAS MLADINIC,CONSTRUCTORA EBCO S.A,8,null,13,null,null,null,null,18,30,8,0,19,0,"-51.74077,-72.48366",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7298623, -72.5076615",12,3.Centro,30-12-1899 8:00:00,30-12-1899 0:30:00,null,1,1,30-12-1899 7:45:00,1,1,"17,222",,,,,,,,
10532,2,2,7,1,,NATALES,AVDA PEDRO MONTT,SN,NICOLAS MLADINIC,CONSTRUCTORA EBCO S.A,NATALES,ALFREDO LORCA,1906,.,.,null,null,13,null,null,null,null,18,30,19,30,99,99,"-51.7298623, -72.5076615",12,3.Centro,30-12-1899 19:00:00,"-51.74077,-72.48366",46,7.Residencial Perimetral,30-12-1899 19:30:00,30-12-1899 0:30:00,null,4,1,30-12-1899 19:15:00,1,3,"17,222",,,,,,,,
10532,3,1,1,null,,NATALES,ALFREDO LORCA,1906,.,.,NATALES,IGNACIO CARRERA PINTO,SN,ESMERALDA,HOGAR HIJAS DE MARIA AUXILIA,8,null,7,null,null,null,null,3,5,8,0,17,0,"-51.74077,-72.48366",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7288025, -72.5064665",13,3.Centro,30-12-1899 8:00:00,30-12-1899 0:30:00,null,1,1,30-12-1899 7:45:00,4,1,"28,24",,,,,,,,
10532,3,2,7,1,,NATALES,IGNACIO CARRERA PINTO,SN,ESMERALDA,HOGAR HIJAS DE MARIA AUXILIA,NATALES,ALFREDO LORCA,1906,.,.,null,null,7,null,null,null,null,0,1,17,20,99,99,"-51.7288025, -72.5064665",13,3.Centro,30-12-1899 17:00:00,"-51.74077,-72.48366",46,7.Residencial Perimetral,30-12-1899 17:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 17:10:00,4,3,"28,24",,,,,,,,
10532,4,1,3,null,,NATALES,ALFREDO LORCA,1906,.,.,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO MONS.FAGNANO,null,null,13,null,null,null,null,9,20,7,50,13,0,"-51.74077,-72.48366",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:40:00,1,2,"29,074",,,,,,,,
10532,4,2,7,3,,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO MONS.FAGNANO,NATALES,ALFREDO LORCA,1906,.,.,null,null,13,null,null,null,null,9,20,13,20,15,0,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 13:00:00,"-51.74077,-72.48366",46,7.Residencial Perimetral,30-12-1899 13:20:00,30-12-1899 0:20:00,null,3,1,30-12-1899 13:10:00,1,3,"29,074",,,,,,,,
10532,4,3,3,null,,NATALES,ALFREDO LORCA,1906,.,.,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO MONS.FAGNANO,null,null,13,null,null,null,null,9,20,15,20,17,0,"-51.74077,-72.48366",46,7.Residencial Perimetral,30-12-1899 15:00:00,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 15:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 15:10:00,1,2,"29,074",,,,,,,,
10532,4,4,7,3,,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO MONS.FAGNANO,NATALES,ALFREDO LORCA,1906,.,.,null,null,13,null,null,null,null,9,20,17,20,99,99,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 17:00:00,"-51.74077,-72.48366",46,7.Residencial Perimetral,30-12-1899 17:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 17:10:00,1,3,"29,074",,,,,,,,
10541,1,1,11,null,,NATALES,PETRONILA RODRIGUEZ,1649,.,.,NATALES,AVDA. SALVADOR ALLENDE,1632,MONS.FAGNANO,ALMACEN NATALIA,null,null,13,null,null,null,null,3,5,12,35,13,0,"-51.73989,-72.48902",46,7.Residencial Perimetral,30-12-1899 12:30:00,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 12:35:00,30-12-1899 0:05:00,null,3,1,30-12-1899 12:32:30,1,3,"9,875",,,,,,,,
10541,1,2,7,11,,NATALES,AVDA. SALVADOR ALLENDE,1632,MONS.FAGNANO,ALMACEN NATALIA,NATALES,PETRONILA RODRIGUEZ,1649,.,.,null,null,13,null,null,null,null,3,5,13,5,99,99,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 13:00:00,"-51.73989,-72.48902",46,7.Residencial Perimetral,30-12-1899 13:05:00,30-12-1899 0:05:00,null,3,1,30-12-1899 13:02:30,1,3,"9,875",,,,,,,,
10541,2,1,3,null,,NATALES,PETRONILA RODRIGUEZ,1649,.,.,NATALES,RAMIREZ,748,MIRAFLORES,ESCUELA BERNARDO OHIGGINS,null,2,1,null,null,null,null,0,1,7,55,13,0,"-51.73989,-72.48902",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 7:55:00,30-12-1899 0:25:00,null,1,1,30-12-1899 7:42:30,3,2,"18,173",,,,,,,,
10541,2,2,7,3,,NATALES,RAMIREZ,748,MIRAFLORES,ESCUELA BERNARDO OHIGGINS,NATALES,PETRONILA RODRIGUEZ,1649,.,.,null,2,1,null,null,null,null,0,1,13,20,99,99,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 13:00:00,"-51.73989,-72.48902",46,7.Residencial Perimetral,30-12-1899 13:20:00,30-12-1899 0:20:00,null,3,1,30-12-1899 13:10:00,3,3,"18,173",,,,,,,,
10542,1,1,8,null,,NATALES,CASILDA TELLEZ,1674,.,.,NATALES,BULNES,SN,BAQUEDANO,SUPERMERCADO UNIMARC,null,1,1,null,null,null,null,0,1,7,50,8,0,"-51.73989,-72.48902",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7325719, -72.4985889",29,2.Residencial Central,30-12-1899 7:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:40:00,3,3,"7,557",,,,,,,,
10542,1,2,7,8,,NATALES,BULNES,SN,BAQUEDANO,SUPERMERCADO UNIMARC,NATALES,CASILDA TELLEZ,1674,.,.,null,1,1,null,null,null,null,0,1,8,20,17,0,"-51.7325719, -72.4985889",29,2.Residencial Central,30-12-1899 8:00:00,"-51.73989,-72.48902",46,7.Residencial Perimetral,30-12-1899 8:20:00,30-12-1899 0:20:00,null,1,1,30-12-1899 8:10:00,3,3,"7,557",,,,,,,,
10542,1,3,8,null,,NATALES,CASILDA TELLEZ,1674,.,.,NATALES,BULNES,SN,BAQUEDANO,SUPERMERCADO UNIMARC,null,1,1,null,null,null,null,0,1,17,20,17,30,"-51.73989,-72.48902",46,7.Residencial Perimetral,30-12-1899 17:00:00,"-51.7325719, -72.4985889",29,2.Residencial Central,30-12-1899 17:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 17:10:00,3,3,"7,557",,,,,,,,
10542,1,4,7,8,,NATALES,BULNES,SN,BAQUEDANO,SUPERMERCADO UNIMARC,NATALES,CASILDA TELLEZ,1674,.,.,null,1,1,null,null,null,null,0,1,17,50,99,99,"-51.7325719, -72.4985889",29,2.Residencial Central,30-12-1899 17:30:00,"-51.73989,-72.48902",46,7.Residencial Perimetral,30-12-1899 17:50:00,30-12-1899 0:20:00,null,2,1,30-12-1899 17:40:00,3,3,"7,557",,,,,,,,
10542,2,1,1,null,,NATALES,CASILDA TELLEZ,1674,.,.,NATALES,BULNES,SN,BAQUEDANO,SUPERMERCADO UNIMARC,2,2,1,null,null,null,null,0,1,7,50,17,30,"-51.73989,-72.48902",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7325719, -72.4985889",29,2.Residencial Central,30-12-1899 7:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:40:00,3,1,"9,875",,,,,,,,
10542,2,2,7,1,,NATALES,BULNES,SN,BAQUEDANO,SUPERMERCADO UNIMARC,NATALES,CASILDA TELLEZ,1674,.,.,null,2,1,null,null,null,null,0,1,17,50,99,99,"-51.7325719, -72.4985889",29,2.Residencial Central,30-12-1899 17:30:00,"-51.73989,-72.48902",46,7.Residencial Perimetral,30-12-1899 17:50:00,30-12-1899 0:20:00,null,2,1,30-12-1899 17:40:00,3,3,"9,875",,,,,,,,
10552,2,1,1,null,,NATALES,RODEMIL BITERLICH,1792,.,.,NATALES,HUERTO A 1,286,CAMINO PTO.BORIES,EMBALAJES EDEN,8,null,5,null,null,null,null,2,5,8,0,16,0,"-51.74102,-72.48695",46,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.697964, -72.520397",0,0.Zona Externa,30-12-1899 8:00:00,30-12-1899 0:30:00,null,1,1,30-12-1899 7:45:00,3,1,"10,999",,,,,,,,
10552,2,2,7,1,,NATALES,HUERTO A 1,286,CAMINO PTO.BORIES,EMBALAJES EDEN,NATALES,RODEMIL BITERLICH,1792,.,.,null,null,5,null,null,null,null,2,5,16,30,99,99,"-51.697964, -72.520397",0,0.Zona Externa,30-12-1899 16:00:00,"-51.74102,-72.48695",46,7.Residencial Perimetral,30-12-1899 16:30:00,30-12-1899 0:30:00,null,2,1,30-12-1899 16:15:00,3,3,"10,999",,,,,,,,
10561,1,1,6,null,,NATALES,RAPANUI,1963,.,.,NATALES,RUBEN DARIO,1621,JAVIERA CARRERA,CASA PARTICULAR,null,null,13,null,null,null,null,15,30,16,45,21,0,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 16:15:00,"-51.7369492, -72.5038596",35,4.Borde Costero,30-12-1899 16:45:00,30-12-1899 0:30:00,null,2,1,30-12-1899 16:30:00,1,3,"17,395",,,,,,,,
10561,1,2,7,6,,NATALES,RUBEN DARIO,1621,JAVIERA CARRERA,CASA PARTICULAR,NATALES,RAPANUI,1963,.,.,null,null,8,null,null,null,null,0,0,21,6,99,99,"-51.7369492, -72.5038596",35,4.Borde Costero,30-12-1899 21:00:00,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 21:06:00,30-12-1899 0:06:00,null,5,1,30-12-1899 21:03:00,3,3,"17,395",,,,,,,,
10562,1,1,1,null,,NATALES,AYMARA,2156,.,.,NATALES,OHIGGINS,657,BAQUEDANO,FONASA,8,null,7,null,null,null,null,4,10,8,0,16,0,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7292953, -72.5011330999999",22,3.Centro,30-12-1899 8:00:00,30-12-1899 0:30:00,null,1,1,30-12-1899 7:45:00,4,1,"15,799",,,,,,,,
10562,1,2,7,1,,NATALES,OHIGGINS,657,BAQUEDANO,FONASA,NATALES,AYMARA,2156,.,.,null,null,7,null,null,null,null,3,7,16,30,99,99,"-51.7292953, -72.5011330999999",22,3.Centro,30-12-1899 16:00:00,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 16:30:00,30-12-1899 0:30:00,null,2,1,30-12-1899 16:15:00,4,3,"15,799",,,,,,,,
10562,2,1,3,null,,NATALES,AYMARA,2156,.,.,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO SALESIANO MONS.FAGNANO,null,null,13,null,null,null,null,11,25,7,55,14,30,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:25:00,null,1,1,30-12-1899 7:42:30,1,2,"16,601",,,,,,,,
10562,2,2,7,3,,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO SALESIANO MONS.FAGNANO,NATALES,AYMARA,2156,.,.,null,null,13,null,null,null,null,11,25,14,55,16,30,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 14:30:00,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 14:55:00,30-12-1899 0:25:00,null,2,1,30-12-1899 14:42:30,1,3,"16,601",,,,,,,,
10562,2,3,13,null,,NATALES,AYMARA,2156,.,.,NATALES,PADRE ROSSA,1456,AGOSTINI,COLEGIO SALESIANO MON.FAGNAN,null,null,13,null,null,null,null,11,25,16,55,18,30,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 16:30:00,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 16:55:00,30-12-1899 0:25:00,null,2,1,30-12-1899 16:42:30,1,3,"16,601",,,,,,,,
10562,2,4,7,13,,NATALES,PADRE ROSSA,1456,AGOSTINI,COLEGIO SALESIANO MON.FAGNAN,NATALES,AYMARA,2156,.,.,null,null,13,null,null,null,null,11,25,18,55,99,99,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 18:30:00,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 18:55:00,30-12-1899 0:25:00,null,4,1,30-12-1899 18:42:30,1,3,"16,601",,,,,,,,
10562,3,1,3,null,,NATALES,AYMARA,2156,.,.,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO SALESIANO MONS.FAGNANO,null,null,13,null,null,null,null,11,25,7,55,14,30,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:25:00,null,1,1,30-12-1899 7:42:30,1,2,"16,601",,,,,,,,
10562,3,2,7,3,,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO SALESIANO MONS.FAGNANO,NATALES,AYMARA,2156,.,.,null,null,13,null,null,null,null,11,25,14,55,16,0,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 14:30:00,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 14:55:00,30-12-1899 0:25:00,null,2,1,30-12-1899 14:42:30,1,3,"16,601",,,,,,,,
10562,3,3,13,null,,NATALES,AYMARA,2156,.,.,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO SALESIANO MONS.FAGNANO,null,null,13,null,null,null,null,11,25,16,25,18,0,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 16:00:00,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 16:25:00,30-12-1899 0:25:00,null,2,1,30-12-1899 16:12:30,1,3,"16,601",,,,,,,,
10562,3,4,7,13,,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO SALESIANO MONS.FAGNANO,NATALES,AYMARA,2156,.,.,null,null,13,null,null,null,null,11,25,18,25,99,99,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 18:00:00,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 18:25:00,30-12-1899 0:25:00,null,2,1,30-12-1899 18:12:30,1,3,"16,601",,,,,,,,
10562,4,1,3,null,,NATALES,AYMARA,2156,.,.,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO SALESIANO MONS.FAGNANO,null,null,13,null,null,null,null,11,25,7,55,14,0,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:25:00,null,1,1,30-12-1899 7:42:30,1,2,"16,601",,,,,,,,
10562,4,2,7,3,,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO SALESIANO MONS.FAGNANO,NATALES,AYMARA,2156,.,.,null,null,13,null,null,null,null,11,25,14,25,99,99,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 14:00:00,"-51.73954,-72.47820",47,7.Residencial Perimetral,30-12-1899 14:25:00,30-12-1899 0:25:00,null,3,1,30-12-1899 14:12:30,1,3,"16,601",,,,,,,,
10571,1,1,8,null,,NATALES,PACHAMAMA,1963,.,.,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA E 5,null,1,1,null,null,null,null,0,0,8,0,8,5,"-51.74091,-72.47685",47,7.Residencial Perimetral,30-12-1899 7:40:00,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 8:00:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:50:00,3,3,"25,053",,,,,,,,
10571,1,2,7,8,,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA E 5,NATALES,PACHAMAMA,1963,.,.,null,1,1,null,null,null,null,0,0,8,20,11,0,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 8:05:00,"-51.74091,-72.47685",47,7.Residencial Perimetral,30-12-1899 8:20:00,30-12-1899 0:15:00,null,1,1,30-12-1899 8:12:30,3,3,"25,053",,,,,,,,
10571,1,3,2,null,,NATALES,PACHAMAMA,1963,.,.,NATALES,ALMIRANTE LA TORRE,SN,TENIENTE SERRNO,MUELLE PESCADORES,2,1,1,null,null,null,null,2,1,11,10,14,30,"-51.74091,-72.47685",47,7.Residencial Perimetral,30-12-1899 11:00:00,"-51.7257675, -72.5110081",1,4.Borde Costero,30-12-1899 11:10:00,30-12-1899 0:10:00,null,2,1,30-12-1899 11:05:00,3,1,"25,053",,,,,,,,
10571,1,4,8,null,,NATALES,ALMIRANTE LA TORRE,SN,TENIENTE SERRNO,MUELLE PESCADORES,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA E 5,null,1,1,null,null,null,null,0,0,14,50,15,10,"-51.7257675, -72.5110081",1,4.Borde Costero,30-12-1899 14:30:00,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 14:50:00,30-12-1899 0:20:00,null,2,1,30-12-1899 14:40:00,3,3,"25,053",,,,,,,,
10571,1,5,7,8,,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA E 5,NATALES,PACHAMAMA,1963,.,.,null,1,1,null,null,null,null,0,0,15,25,99,99,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 15:10:00,"-51.74091,-72.47685",47,7.Residencial Perimetral,30-12-1899 15:25:00,30-12-1899 0:15:00,null,2,1,30-12-1899 15:17:30,3,3,"25,053",,,,,,,,
10571,3,1,3,null,,NATALES,PACHAMAMA,1963,.,.,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA E 5,null,2,1,null,null,null,null,1,1,8,1,15,10,"-51.74091,-72.47685",47,7.Residencial Perimetral,30-12-1899 7:40:00,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 8:01:00,30-12-1899 0:21:00,null,1,1,30-12-1899 7:50:30,3,2,"29,074",,,,,,,,
10571,3,2,7,4,,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA E 5,NATALES,PACHAMAMA,1963,.,.,null,2,1,null,null,null,null,0,0,15,25,99,99,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 15:10:00,"-51.74091,-72.47685",47,7.Residencial Perimetral,30-12-1899 15:25:00,30-12-1899 0:15:00,null,2,1,30-12-1899 15:17:30,3,3,"29,074",,,,,,,,
10581,1,1,1,null,,NATALES,EXPLORADORES,SN,.,.,NATALES,CAMINO EL BOSQUE,.,FINAL DEL CAMINO,ESTACIONAMIENTO CAMIONES,1,null,12,null,null,null,null,0,0,4,10,15,30,"-51.73839,-72.48495",47,7.Residencial Perimetral,30-12-1899 4:00:00,"-51.736168, -72.470313",42,7.Residencial Perimetral,30-12-1899 4:10:00,30-12-1899 0:10:00,null,5,1,30-12-1899 4:05:00,3,1,"17,652",,,,,,,,
10581,1,2,7,1,,NATALES,CAMINO EL BOSQUE,.,FINAL DEL CAMINO,ESTACIONAMIENTO CAMIONES,NATALES,EXPLORADORES,SN,.,.,null,null,13,null,null,null,null,20,40,16,10,99,99,"-51.736168, -72.470313",42,7.Residencial Perimetral,30-12-1899 15:30:00,"-51.73839,-72.48495",47,7.Residencial Perimetral,30-12-1899 16:10:00,30-12-1899 0:40:00,null,2,1,30-12-1899 15:50:00,1,3,"17,652",,,,,,,,
10581,2,1,1,null,,NATALES,EXPLORADORES,SN,.,.,NATALES,JOSE BOLIVAR,1450,LIBERTAD,JARDIN BELLO AMANECER,4,1,1,null,null,null,null,0,0,7,55,16,0,"-51.73839,-72.48495",47,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7293095, -72.4873015",32,5.Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:25:00,null,1,1,30-12-1899 7:42:30,3,1,"12,81",,,,,,,,
10581,2,2,7,2,,NATALES,JOSE BOLIVAR,1450,LIBERTAD,JARDIN BELLO AMANECER,NATALES,EXPLORADORES,SN,.,.,null,1,1,null,null,null,null,0,0,16,25,99,99,"-51.7293095, -72.4873015",32,5.Residencial Sur,30-12-1899 16:00:00,"-51.73839,-72.48495",47,7.Residencial Perimetral,30-12-1899 16:25:00,30-12-1899 0:25:00,null,2,1,30-12-1899 16:12:30,3,3,"12,81",,,,,,,,
10582,1,1,1,null,,NATALES,HUSARES,SN,.,.,NATALES,BAQUEDANO,270,BULNES,ENTEL,5,1,1,null,null,null,null,0,0,8,50,18,30,"-51.73839,-72.48495",47,7.Residencial Perimetral,30-12-1899 8:30:00,"-51.7265771, -72.5013357999999",14,3.Centro,30-12-1899 8:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 8:40:00,3,1,"19,133",,,,,,,,
10582,1,2,7,2,,NATALES,BAQUEDANO,270,BULNES,ENTEL,NATALES,HUSARES,SN,.,.,null,1,1,null,null,null,null,0,0,18,49,99,99,"-51.7265771, -72.5013357999999",14,3.Centro,30-12-1899 18:30:00,"-51.73839,-72.48495",47,7.Residencial Perimetral,30-12-1899 18:49:00,30-12-1899 0:19:00,null,4,1,30-12-1899 18:39:30,3,3,"19,133",,,,,,,,
10591,1,1,1,null,,NATALES,LAGO PINTO,1759,.,.,NATALES,SANTIAGO BUERAS,654,ABRAHAM LINCON,JARDIN MONTAÑAS AZULES,4,1,1,null,null,null,null,0,1,8,0,16,30,"-51.73974,-72.47695",47,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.73487, -72.4959875999999",30,2.Residencial Central,30-12-1899 8:00:00,30-12-1899 0:30:00,null,1,1,30-12-1899 7:45:00,3,1,"12,81",,,,,,,,
10591,1,2,7,1,,NATALES,SANTIAGO BUERAS,654,ABRAHAM LINCON,JARDIN MONTAÑAS AZULES,NATALES,LAGO PINTO,1759,.,.,null,1,1,null,null,null,null,0,1,16,50,99,99,"-51.73487, -72.4959875999999",30,2.Residencial Central,30-12-1899 16:30:00,"-51.73974,-72.47695",47,7.Residencial Perimetral,30-12-1899 16:50:00,30-12-1899 0:20:00,null,2,1,30-12-1899 16:40:00,3,3,"12,81",,,,,,,,
10591,2,1,3,null,,NATALES,LAGO PINTO,1759,.,.,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO SALESIANO MONS.FAGNANO,null,2,1,null,null,null,null,0,1,7,50,15,0,"-51.73974,-72.47695",47,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:40:00,3,2,"10,377",,,,,,,,
10591,2,2,8,null,,NATALES,PADRE ROSSA,1456,AGOSTINI,LICEO SALESIANO MONS.FAGNANO,NATALES,SANTIAGO BUERAS,654,ABRHAM LINCON,JARDIN MONTAÑAAS AZULES,null,null,13,null,null,null,null,3,7,15,7,16,30,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 15:00:00,"-51.73487, -72.4959875999999",30,2.Residencial Central,30-12-1899 15:07:00,30-12-1899 0:07:00,null,2,1,30-12-1899 15:03:30,1,3,"10,377",,,,,,,,
10591,2,3,7,8,,NATALES,SANTIAGO BUERAS,654,ABRHAM LINCON,JARDIN MONTAÑAAS AZULES,NATALES,LAGO PINTO,1759,.,.,null,2,1,null,null,null,null,0,1,16,50,99,99,"-51.73487, -72.4959875999999",30,2.Residencial Central,30-12-1899 16:30:00,"-51.73974,-72.47695",47,7.Residencial Perimetral,30-12-1899 16:50:00,30-12-1899 0:20:00,null,2,1,30-12-1899 16:40:00,3,3,"10,377",,,,,,,,
10592,1,1,11,null,,NATALES,PACHAMAMA,2039,.,.,NATALES,CARLOS IBAÑEZ,1652,18 DE SEPTIEMBRE,SUPERMERCADO MIX,null,1,1,null,null,null,null,0,1,10,15,11,0,"-51.73974,-72.47695",47,7.Residencial Perimetral,30-12-1899 10:00:00,"-51.7388491, -72.4904729",46,7.Residencial Perimetral,30-12-1899 10:15:00,30-12-1899 0:15:00,null,1,1,30-12-1899 10:07:30,3,3,"21,265",,,,,,,,
10592,1,2,7,11,,NATALES,CARLOS IBAÑEZ,1652,18 DE SEPTIEMBRE,SUPERMERCADO MIX,NATALES,PACHAMAMA,2039,.,.,null,1,1,null,null,null,null,0,1,11,15,99,99,"-51.7388491, -72.4904729",46,7.Residencial Perimetral,30-12-1899 11:00:00,"-51.73974,-72.47695",47,7.Residencial Perimetral,30-12-1899 11:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 11:07:30,3,3,"21,265",,,,,,,,
10601,1,1,1,null,,NATALES,ANTONIO MIRANDA,1668,.,.,NATALES,AVDA.ESPAÑA,SN,JAVIERA CARRERA,HOSPITAL CLINICO,3,1,1,null,null,null,null,0,1,7,55,16,0,"-51.73907,-72.47357",48,7.Residencial Perimetral,30-12-1899 7:30:00,"-51.7342042999999, -72.480015",40,5.Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:25:00,null,1,1,30-12-1899 7:42:30,3,1,"20,494",,,,,,,,
